433,50295,Tlachaloya 2a Seccion Centro,Toluca,Mexico
434,50295,Aviacion Autopan,Toluca,Mexico
435,50295,Balbuena,Toluca,Mexico
436,50295,San Diego,Toluca,Mexico
437,50295,Real de San Pablo,Toluca,Mexico
438,50295,Galaxia Toluca,Toluca,Mexico
439,50295,Cerrillo Piedras Blancas,Toluca,Mexico
440,50295,Las Jaras San Nicolas,Toluca,Mexico
441,50295,La Trinidad,Toluca,Mexico
442,50295,Julian Escalante,Toluca,Mexico
443,50295,Del Tejocote,Toluca,Mexico
444,50295,San Mateo,Toluca,Mexico
445,50295,San Jose Buenavista,Toluca,Mexico
446,50295,Xicaltepec,Toluca,Mexico
447,50300,Villa de Acambay de Ruiz Castañeda Centro,Acambay de Ruiz Castañeda,Mexico
448,50300,El Triangulo,Acambay de Ruiz Castañeda,Mexico
449,50300,Peñasco de Dios,Acambay de Ruiz Castañeda,Mexico
450,50303,Endeje,Acambay de Ruiz Castañeda,Mexico
451,50303,Manuel Hinojosa,Acambay de Ruiz Castañeda,Mexico
452,50303,Constituyentes,Acambay de Ruiz Castañeda,Mexico
453,50304,Los Pinos,Acambay de Ruiz Castañeda,Mexico
454,50305,Independencia,Acambay de Ruiz Castañeda,Mexico
455,50305,La Camelia,Acambay de Ruiz Castañeda,Mexico
456,50305,Niños Heroes,Acambay de Ruiz Castañeda,Mexico
457,50306,El Nogal,Acambay de Ruiz Castañeda,Mexico
458,50306,Revolucion,Acambay de Ruiz Castañeda,Mexico
459,50306,Valle de los Espejos,Acambay de Ruiz Castañeda,Mexico
460,50310,Esdoca (Esdoca Centro),Acambay de Ruiz Castañeda,Mexico
461,50310,Botidi,Acambay de Ruiz Castañeda,Mexico
462,50310,Dongu Barrio Dos,Acambay de Ruiz Castañeda,Mexico
463,50310,La Cumbre,Acambay de Ruiz Castañeda,Mexico
464,50313,Dateje,Acambay de Ruiz Castañeda,Mexico
465,50313,Ganzda,Acambay de Ruiz Castañeda,Mexico
466,50313,Loma Linda,Acambay de Ruiz Castañeda,Mexico
467,50313,Hacienda Toto,Acambay de Ruiz Castañeda,Mexico
468,50314,Barrancas,Acambay de Ruiz Castañeda,Mexico
469,50314,Buenavista,Acambay de Ruiz Castañeda,Mexico
470,50314,Bovini,Acambay de Ruiz Castañeda,Mexico
471,50314,La Huerta,Acambay de Ruiz Castañeda,Mexico
472,50314,Las Golondrinas,Acambay de Ruiz Castañeda,Mexico
473,50314,Las Palomas,Acambay de Ruiz Castañeda,Mexico
474,50315,Las Arenas (San Agustin),Acambay de Ruiz Castañeda,Mexico
475,50315,Mado Sector II,Acambay de Ruiz Castañeda,Mexico
476,50315,Los Pilares,Acambay de Ruiz Castañeda,Mexico
477,50315,Santa Maria las Arenas,Acambay de Ruiz Castañeda,Mexico
478,50315,Las Trojes,Acambay de Ruiz Castañeda,Mexico
479,50315,Santa Maria las Arenas Dos,Acambay de Ruiz Castañeda,Mexico
480,50323,Boshi Grande,Acambay de Ruiz Castañeda,Mexico
481,50324,La Manga,Acambay de Ruiz Castañeda,Mexico
482,50324,Mado Sector I,Acambay de Ruiz Castañeda,Mexico
483,50324,San Antonio las Palmas,Acambay de Ruiz Castañeda,Mexico
484,50325,San Juanico Sector I,Acambay de Ruiz Castañeda,Mexico
485,50325,San Nicolas Acambay,Acambay de Ruiz Castañeda,Mexico
486,50325,La Venta (Barrio la Venta),Acambay de Ruiz Castañeda,Mexico
487,50325,San Juanico Sector II,Acambay de Ruiz Castañeda,Mexico
488,50326,La Caridad,Acambay de Ruiz Castañeda,Mexico
489,50326,San Ildefonso (San Ildefonso Yolotepec),Acambay de Ruiz Castañeda,Mexico
490,50326,Boshi Chiquito,Acambay de Ruiz Castañeda,Mexico
491,50330,San Pedro de los Metates,Acambay de Ruiz Castañeda,Mexico
492,50333,Pathe,Acambay de Ruiz Castañeda,Mexico
493,50333,Boshindo,Acambay de Ruiz Castañeda,Mexico
494,50333,Hondiga,Acambay de Ruiz Castañeda,Mexico
495,50333,Agua Limpia,Acambay de Ruiz Castañeda,Mexico
496,50333,Deshpe,Acambay de Ruiz Castañeda,Mexico
497,50334,El Medrano,Acambay de Ruiz Castañeda,Mexico
498,50335,Chanteje,Acambay de Ruiz Castañeda,Mexico
499,50335,La Estancia Sector I,Acambay de Ruiz Castañeda,Mexico
500,50335,La Estancia Sector II,Acambay de Ruiz Castañeda,Mexico
501,50335,Las Chivas (El Cerro),Acambay de Ruiz Castañeda,Mexico
502,50336,Loma de San angel,Acambay de Ruiz Castañeda,Mexico
503,50336,La Laguna,Acambay de Ruiz Castañeda,Mexico
504,50336,San Jose Bocto,Acambay de Ruiz Castañeda,Mexico
505,50337,La Esperanza,Acambay de Ruiz Castañeda,Mexico
506,50337,La Soledad,Acambay de Ruiz Castañeda,Mexico
507,50337,Pueblo Nuevo,Acambay de Ruiz Castañeda,Mexico
508,50340,Guadalupe,Acambay de Ruiz Castañeda,Mexico
509,50340,Cerrito de Tixmadeje,Acambay de Ruiz Castañeda,Mexico
510,50343,Doxteje Centro,Acambay de Ruiz Castañeda,Mexico
511,50343,Tixmadeje Grande (Santa Maria Tixmadeje),Acambay de Ruiz Castañeda,Mexico
512,50343,Tixmadeje Grande Barrio II,Acambay de Ruiz Castañeda,Mexico
513,50343,Tixmadeje Chiquito,Acambay de Ruiz Castañeda,Mexico
514,50343,Doxteje Barrio II,Acambay de Ruiz Castañeda,Mexico
515,50343,Doxteje Barrio Primero,Acambay de Ruiz Castañeda,Mexico
516,50343,Candeje,Acambay de Ruiz Castañeda,Mexico
517,50343,El Pedregal de Tixmadeje,Acambay de Ruiz Castañeda,Mexico
518,50343,La Providencia,Acambay de Ruiz Castañeda,Mexico
519,50344,La Florida,Acambay de Ruiz Castañeda,Mexico
520,50344,El Ermitaño,Acambay de Ruiz Castañeda,Mexico
521,50344,La Palma,Acambay de Ruiz Castañeda,Mexico
522,50344,Tixmadeje,Acambay de Ruiz Castañeda,Mexico
523,50344,Detiña,Acambay de Ruiz Castañeda,Mexico
524,50345,Detiña (San Antonio Detiña),Acambay de Ruiz Castañeda,Mexico
525,50345,Dongu (Dongu Centro),Acambay de Ruiz Castañeda,Mexico
526,50345,Dongu Puerto,Acambay de Ruiz Castañeda,Mexico
527,50345,Dongu Barrio Uno,Acambay de Ruiz Castañeda,Mexico
528,50345,Huamango (La Mesa de San Miguel Huamango),Acambay de Ruiz Castañeda,Mexico
529,50350,Boti (Boti Agostadero),Acambay de Ruiz Castañeda,Mexico
530,50350,Los Sauces,Acambay de Ruiz Castañeda,Mexico
531,50350,La Nopalera,Acambay de Ruiz Castañeda,Mexico
532,50353,Rincon de San Francisco Shaxni,Acambay de Ruiz Castañeda,Mexico
533,50353,Puentecillas,Acambay de Ruiz Castañeda,Mexico
534,50353,Cañada del Gallo,Acambay de Ruiz Castañeda,Mexico
535,50353,Rincon de Juando,Acambay de Ruiz Castañeda,Mexico
536,50353,Loma de Enmedio,Acambay de Ruiz Castañeda,Mexico
537,50354,La Teresa (Santa Teresa),Acambay de Ruiz Castañeda,Mexico
538,50354,Conejeras,Acambay de Ruiz Castañeda,Mexico
539,50354,Muyteje,Acambay de Ruiz Castañeda,Mexico
540,50355,La Loma (Santa Maria la Loma),Acambay de Ruiz Castañeda,Mexico
541,50355,El Capulin (Barrio el Capulin la Loma),Acambay de Ruiz Castañeda,Mexico
542,50355,San Agustin la Loma,Acambay de Ruiz Castañeda,Mexico
543,50356,Las Mangas,Acambay de Ruiz Castañeda,Mexico
544,50356,Los Toriles,Acambay de Ruiz Castañeda,Mexico
545,50356,Gando,Acambay de Ruiz Castañeda,Mexico
546,50357,La Peñita,Acambay de Ruiz Castañeda,Mexico
547,50357,Juando,Acambay de Ruiz Castañeda,Mexico
548,50357,Los Charcos,Acambay de Ruiz Castañeda,Mexico
549,50357,San Francisco Shaxni,Acambay de Ruiz Castañeda,Mexico
550,50357,Agostadero (San Jose Agostadero),Acambay de Ruiz Castañeda,Mexico
551,50357,San Francisco Shaxni,Acambay de Ruiz Castañeda,Mexico
552,50357,Loma del Fresno,Acambay de Ruiz Castañeda,Mexico
553,50360,Aculco de Espinoza,Aculco,Mexico
554,50370,Gunyo Oriente,Aculco,Mexico
555,50370,Santa Ana Matlavat Centro,Aculco,Mexico
556,50370,Jurica,Aculco,Mexico
557,50370,Encinillas,Aculco,Mexico
558,50370,Santa Maria Nativitas Segundo Cuartel,Aculco,Mexico
559,50370,La Esperanza,Aculco,Mexico
560,50370,San Francisquito,Aculco,Mexico
561,50370,Taxtho,Aculco,Mexico
562,50373,Arroyo Zarco,Aculco,Mexico
563,50373,San Antonio Arroyo Zarco,Aculco,Mexico
564,50373,Las Lajas,Aculco,Mexico
565,50373,Arroyo Zarco,Aculco,Mexico
566,50374,San Martin,Aculco,Mexico
567,50374,El Azafran Centro,Aculco,Mexico
568,50374,El Azafran Tercera Manzana,Aculco,Mexico
569,50375,Fondo,Aculco,Mexico
570,50375,El Bonxhi,Aculco,Mexico
571,50375,Barrancas,Aculco,Mexico
572,50375,El Colorado,Aculco,Mexico
573,50375,Los Gavilanes,Aculco,Mexico
574,50376,La Soledad,Aculco,Mexico
575,50376,Santa Maria Nativitas,Aculco,Mexico
576,50376,Santa Maria Nativitas,Aculco,Mexico
577,50376,Las Minas,Aculco,Mexico
578,50376,Rancho Chapala,Aculco,Mexico
579,50376,Decandeje (Chapala Ejido Decandeje),Aculco,Mexico
580,50380,San Jeronimo,Aculco,Mexico
581,50380,La Soledad,Aculco,Mexico
582,50380,Gunyo Poniente ( San Jose Gunyo ),Aculco,Mexico
583,50383,Santiago Oxtoc Toxhie,Aculco,Mexico
584,50383,El Zethe (Jazmin),Aculco,Mexico
585,50383,Santa Ana Oxtoc-toxhie,Aculco,Mexico
586,50383,Totolopan (Ejido de Totolopan),Aculco,Mexico
587,50383,San Antonio el Zethe,Aculco,Mexico
588,50384,Ñado Buenavista,Aculco,Mexico
589,50384,Los Ailes,Aculco,Mexico
590,50384,Decandeje,Aculco,Mexico
591,50385,San Jeronimo,Aculco,Mexico
592,50385,El Tixhiñu,Aculco,Mexico
593,50385,San Joaquin Coscomatepec,Aculco,Mexico
594,50385,Bimbo,Aculco,Mexico
595,50386,San Joaquin Coscomatepec,Aculco,Mexico
596,50386,San Antonio,Aculco,Mexico
597,50393,Bañe,Aculco,Mexico
598,50393,Bañe Primera Manzana,Aculco,Mexico
599,50393,Higuerillas,Aculco,Mexico
600,50393,El Huizachal,Aculco,Mexico
601,50394,La Presita Segundo Cuartel,Aculco,Mexico
602,50394,Loma Alta Cabresteros,Aculco,Mexico
603,50394,La Estancia,Aculco,Mexico
604,50395,La Concepcion,Aculco,Mexico
605,50396,La Concepcion,Aculco,Mexico
606,50396,San Lucas Totolmaloya,Aculco,Mexico
607,50396,El Mogote,Aculco,Mexico
608,50397,San Pedro Denxhi Centro,Aculco,Mexico
609,50397,San Pedro Denxhi 2do Cuartel,Aculco,Mexico
610,50397,Presa del Tepozan,Aculco,Mexico
611,50397,La Pera,Aculco,Mexico
612,50397,Cofradia Grande,Aculco,Mexico
613,50397,El Rincon,Aculco,Mexico
614,50400,Temascalcingo de Jose Maria Velasco,Temascalcingo,Mexico
615,50400,Del Calvario,Temascalcingo,Mexico
616,50410,La Magdalena,Temascalcingo,Mexico
617,50410,Maro,Temascalcingo,Mexico
618,50410,Puruahua,Temascalcingo,Mexico
619,50410,La Magdalena Cruz Blanca,Temascalcingo,Mexico
620,50410,Bonsho,Temascalcingo,Mexico
621,50410,Del Socorro,Temascalcingo,Mexico
622,50413,La Magdalena Bosha,Temascalcingo,Mexico
623,50413,Ahuacatitlan Cuarto y Quinto Cuartel,Temascalcingo,Mexico
624,50413,Ahuacatitlan Centro,Temascalcingo,Mexico
625,50414,San Mateo el Viejo,Temascalcingo,Mexico
626,50414,San Pedro el Alto,Temascalcingo,Mexico
627,50414,Santa Lucia (Ejido de San Mateo el Viejo),Temascalcingo,Mexico
628,50414,La Loma de San Mateo,Temascalcingo,Mexico
629,50414,Barrio de Shelle,Temascalcingo,Mexico
630,50415,Andaro,Temascalcingo,Mexico
631,50415,La Corona,Temascalcingo,Mexico
632,50415,Puente,Temascalcingo,Mexico
633,50420,Boshesda,Temascalcingo,Mexico
634,50420,Santiago Coachochitlan,Temascalcingo,Mexico
635,50420,Boqui,Temascalcingo,Mexico
636,50420,Santiago Coachochitlan Barrio del Rincon,Temascalcingo,Mexico
637,50420,Mesa de Bombaro,Temascalcingo,Mexico
638,50420,Bombaro,Temascalcingo,Mexico
639,50420,Bachini,Temascalcingo,Mexico
640,50423,Pastores Primer Barrio,Temascalcingo,Mexico
641,50423,San Pedro Potla Centro,Temascalcingo,Mexico
642,50423,San Pedro Potla Segundo Barrio,Temascalcingo,Mexico
643,50423,San Pedro Potla Primer Barrio Ejido,Temascalcingo,Mexico
644,50423,Los Pastores (Pastores Segundo Barrio),Temascalcingo,Mexico
645,50423,San Pedro Potla Tercer Barrio,Temascalcingo,Mexico
646,50423,San Pedro de la Loma,Temascalcingo,Mexico
647,50424,San Francisco Tepeolulco,Temascalcingo,Mexico
648,50424,Santa Ana Yenshu Centro,Temascalcingo,Mexico
649,50424,Santa Ana Yenshu La Mesa,Temascalcingo,Mexico
650,50424,Santa Ana Yenshu Ejido,Temascalcingo,Mexico
651,50424,San Francisco Tepeolulco Tercer Barrio la Mesa,Temascalcingo,Mexico
652,50424,San Francisco Tepeolulco Primer Barrio,Temascalcingo,Mexico
653,50424,San Francisco Tepeolulco Segundo Barrio,Temascalcingo,Mexico
654,50425,San Juanico el Alto (San Juanico),Temascalcingo,Mexico
655,50425,San Juanico Centro,Temascalcingo,Mexico
656,50430,Juanacatlan,Temascalcingo,Mexico
657,50433,La Huerta,Temascalcingo,Mexico
658,50433,San Francisco Solis,Temascalcingo,Mexico
659,50433,San Vicente Solis,Temascalcingo,Mexico
660,50433,Cuadrilla,Temascalcingo,Mexico
661,50434,Santa Maria Canchesda,Temascalcingo,Mexico
662,50434,Mesa de Santiago (La Mesa),Temascalcingo,Mexico
663,50434,Mesa de Bañi,Temascalcingo,Mexico
664,50434,La Estanzuela,Temascalcingo,Mexico
665,50434,Mesa de los Garnica,Temascalcingo,Mexico
666,50434,Barrio las Peñas,Temascalcingo,Mexico
667,50434,Los Chamacueros,Temascalcingo,Mexico
668,50435,Estacion Solis (Estacion Alberto Garduño),Temascalcingo,Mexico
669,50440,Pueblo Nuevo Solis (La Estancia),Temascalcingo,Mexico
670,50443,San Miguel Solis,Temascalcingo,Mexico
671,50443,Santa Maria Solis,Temascalcingo,Mexico
672,50443,San Jose Solis,Temascalcingo,Mexico
673,50443,Ex-hacienda de Solis,Temascalcingo,Mexico
674,50443,Los Pinos,Temascalcingo,Mexico
675,50444,San Nicolas Solis,Temascalcingo,Mexico
676,50444,Santa Rosa Solis,Temascalcingo,Mexico
677,50444,Cerritos de Cardenas,Temascalcingo,Mexico
678,50444,Calderas,Temascalcingo,Mexico
679,50444,Mogote de la Campana,Temascalcingo,Mexico
680,50445,El Rodeo,Temascalcingo,Mexico
681,50445,La Mesa del Venado,Temascalcingo,Mexico
682,50445,Pozo de las Palomas,Temascalcingo,Mexico
683,50446,San Antonio Solis,Temascalcingo,Mexico
684,50446,San Jose los Reyes,Temascalcingo,Mexico
685,50446,El Garay,Temascalcingo,Mexico
686,50447,San Jose Ixtapa,Temascalcingo,Mexico
687,50447,El Tejocote (La Loma),Temascalcingo,Mexico
688,50447,Guadalupe Ixtapa,Temascalcingo,Mexico
689,50447,Ixtapa,Temascalcingo,Mexico
690,50450,Atlacomulco de Fabela Centro,Atlacomulco,Mexico
691,50453,Felipe Ureña,Atlacomulco,Mexico
692,50453,Morelos,Atlacomulco,Mexico
693,50453,Bongoni,Atlacomulco,Mexico
694,50453,2 de Abril,Atlacomulco,Mexico
695,50453,El Arbolito,Atlacomulco,Mexico
696,50454,2da Seccion Electricistas,Atlacomulco,Mexico
697,50454,El Calvario,Atlacomulco,Mexico
698,50454,Isidro Fabela,Atlacomulco,Mexico
699,50454,San Martin,Atlacomulco,Mexico
700,50454,Granjas,Atlacomulco,Mexico
701,50455,Quinta Mercedes,Atlacomulco,Mexico
702,50455,Cuatro Milpas,Atlacomulco,Mexico
703,50455,La Mora,Atlacomulco,Mexico
704,50455,Las Mercedes,Atlacomulco,Mexico
705,50455,Las Fuentes,Atlacomulco,Mexico
706,50455,La Ascension,Atlacomulco,Mexico
707,50455,Valle de los Sauces,Atlacomulco,Mexico
708,50455,ISSEMYM,Atlacomulco,Mexico
709,50456,Rio Lerma (Tic Ti),Atlacomulco,Mexico
710,50456,Atlavilla,Atlacomulco,Mexico
711,50456,Miguel Portillo Saldaña,Atlacomulco,Mexico
712,50456,Jose Vasconcelos,Atlacomulco,Mexico
713,50457,La Garita,Atlacomulco,Mexico
714,50457,El Jazmin,Atlacomulco,Mexico
715,50457,Atenas,Atlacomulco,Mexico
716,50457,La Cruz,Atlacomulco,Mexico
717,50457,Ampliacion la Garita,Atlacomulco,Mexico
718,50458,Atlacomulco,Atlacomulco,Mexico
719,50460,San Bartolo Lanzados,Atlacomulco,Mexico
720,50463,Cerrito Colorado,Atlacomulco,Mexico
721,50463,Tierras Blancas,Atlacomulco,Mexico
722,50464,Diximoxi,Atlacomulco,Mexico
723,50464,San Bartolo el Arenal,Atlacomulco,Mexico
724,50464,Maye el Fresno,Atlacomulco,Mexico
725,50465,La Mesa de Chosto,Atlacomulco,Mexico
726,50465,Santo Domingo Shomeje,Atlacomulco,Mexico
727,50466,Chosto de los Jarros,Atlacomulco,Mexico
728,50466,Lagunita Cantashi,Atlacomulco,Mexico
729,50470,San Pablo Atotonilco,Atlacomulco,Mexico
730,50473,El Salto,Atlacomulco,Mexico
731,50473,Monte Maria (El Nogal),Atlacomulco,Mexico
732,50474,El Rincon de la Candelaria,Atlacomulco,Mexico
733,50474,Tecoac (Santa Maria Nativitas),Atlacomulco,Mexico
734,50475,San Jose del Tunal,Atlacomulco,Mexico
735,50475,San Ignacio de Loyola,Atlacomulco,Mexico
736,50475,San Luis Boro,Atlacomulco,Mexico
737,50476,Dolores la Joya,Atlacomulco,Mexico
738,50476,El Magueyal,Atlacomulco,Mexico
739,50480,San Francisco Chalchihuapan,Atlacomulco,Mexico
740,50483,San Felipe Pueblo Nuevo,Atlacomulco,Mexico
741,50483,Santiago Acutzilapan,Atlacomulco,Mexico
742,50484,San Antonio Enchisi,Atlacomulco,Mexico
743,50485,San Pedro del Rosal,Atlacomulco,Mexico
744,50486,San Lorenzo Tlacotepec,Atlacomulco,Mexico
745,50486,Santa Cruz Bombatevi,Atlacomulco,Mexico
746,50486,Cuendo,Atlacomulco,Mexico
747,50486,El Espejel,Atlacomulco,Mexico
748,50487,La Palma,Atlacomulco,Mexico
749,50487,Las Tarrias,Atlacomulco,Mexico
750,50487,Bombatevi (Ejido Santa Cruz Bombatevi),Atlacomulco,Mexico
751,50490,San Juan de los Jarros,Atlacomulco,Mexico
752,50493,Bobashi de Guadalupe,Atlacomulco,Mexico
753,50494,Manto del Rio,Atlacomulco,Mexico
754,50495,Manto del Rio,Atlacomulco,Mexico
755,50496,San Jose Toxi,Atlacomulco,Mexico
756,50497,San Jeronimo de los Jarros,Atlacomulco,Mexico
757,50500,San Andres Timilpan,Timilpan,Mexico
